message,spam
"Sehr geehrte Frau Nielson,  ich bin auf der Suche nach einer Wohnung oder alternativ Zimmern für unsere zwei Mitarbeiter. Der Mietbeginn soll am 10.06. oder 17.06.2024 starten, das genaue Datum müssen wir noch klären. Die Miete soll bis Ende August dauern.   Es ist uns wichtig, dass die Mitarbeiter jeweils ihr eigenes Zimmer haben werden und dass es nicht mehr als 15 km von Horst / Holstein entfernt sein wird. Hätten Sie etwas frei? Können Sie mir ein Angebot zuschicken?   Übrigens haben die Mitarbeiter ihren Urlaub vom 24.06.-30.06.2024 und vom 15.07.-02.08.2024 geplant. Zahlen wir die Zeit, in der sie nicht da sind, auch?  Vielen Dank im Voraus für Ihre Unterstützung ?    Viele Grüße    Monika Ludwiczak    upgrade4you GmbH  Deichstraße 1  20459 Hamburg    Telefon: +49 40/53308534  Mobile:  +49 162/2979500  E-mail: ludwiczakm@upgrade4you.de",0
Bitte per WhatsApp zurrück schreiben.,0
"Dobrý den, poptávam ubytování pro dvě dospělé osoby v jednolůžkovém pokoji",0
"Sehr geehrte Damen und Herren,    wir stellen ein Fertigteilhaus für die Firma Meisterstückhaus in 31863 Bisperode.         Hierfür benötigen wir eine Ferienwohnung zur Alleinnutzung (bitte Einzelbetten) und zur Selbstversorgung  vom 10.06.2024 bis zum 14.06.2024 für 4 Personen und    vom 17.06.2024 bis zum 20.06.2024 für 2 Personen.         Eine Aufteilung auf zwei verschiedene Wohnungen ist möglich.      Haben Sie eine Unterkunft in diesen Zeiträumen frei und wenn ja, zu welchen Konditionen?      Sind Bettwäsche und Handtücher, sowie eine voll ausgestattete Küche mit Mikrowelle und Kaffeemaschine vorhanden?    Ein Preisangebot wäre sehr freundlich.    Wir erbitten Ihre Antwort höflichst per E-Mail.    Herzlichsten Dank.    Wir wünschen Ihnen einen angenehmen Tag.    Mit besten Grüßen    i. A. Julia Hildebrandt              Bormann Bau GmbH    Zimmerei         August- Bebel- Straße 06, 09661 Hainichen    Geschäftsführer: Dirk Bormann    Tel.: 037207/ 652572    Fax: 03222/ 9800366    bormannbaugmbh@t-online.de",0
"Guten Tag,    ich würde gern eine Unterkunft für 3 Personen in Gummersbach im oben genannten Zeitraum anfragen.    Viele Grüße,    A. Beinhölzl von der Firma Juno Solar",0
"Dobrý den, poptávam dva jednolůžkové pokoje pro dvě dospělé osoby",0
"Guten Tag,    ich würde gern eine Unterkunft für 3 Personen in Bergisch-Gladbach im oben genannten Zeitraum anfragen.    Viele Grüße,    A. Beinhölzl von der Firma Juno Solar",0
"Ich suche für einen jungen Mann für diesen zeitraum oder auch gerne nach Absprache ein Einzelzimmer. Ich bitte um kurze Rückmeldung, gerne auch telefonisch. Vielen Dank   mit freundlichen Grüßen     Dunja Rübsam",0
"Hallo  Bezugnehmend auf unser Telefongespräch am Heutige Tag,wir möchten 2 mal einzelzimmer  in obengenannte Zeitraum zu buchen.  Firma name: Norwelld-Tech Kft aus Ungarn.                             Rakoczi ut. 177                             H-3125 Szilaspogony    Kontakt: stahlkonoffice@gmail.com  Handy: +36 70 3950824    Grüsse   Bohacs Viktor",0
"Sehr geehrte Damen und Herren,    ich würde gern eine Unterkunft für 3 Personen in Bergisch-Gladbach im oben genannten Zeitraum anfragen.    Viele Grüße,    A. Beinhölzl von der Firma Juno Solar",0
Hallo   Würden gerne im oben genannten Zeitraum buchen  MfG Lüpke,0
"Sehr geehrte Damen und Herren,     wir möchten ein Monteurszimmer mieten zu den oben genannten Daten. Der Arbeiter ist momentan auf Krücken und eingeschränkt, gibt es ein Zimmer im EG bzw. einen Aufzug im Gebäude in der Knoopstraße? Um schnellstmöglichen Rückruf wird gebeten.      Vielen Dank,  Marc Levigion",0
"Sehr geehrte Damen und Herren,    wir suchen eine Übernachtungsmöglichkeit für unsere Mitarbeiter:  Freitag 26.07. bis Mittwoche 31.07. für 9 Personen  Mittwoch 31.08. bis Sonntag 04.08. für 7 Personen.    5 Personen wären die ganze Zeit da...  Die Leute brauchen ein Bett und die Möglichkeit zu Duschen.  Können Sie mir bitte ein Angebot zukommen lassen?    Es grüßt Sie freundlich  Jasminka Hund",0
Ich brauche Unterkunft für 1 Person. Beginnen Sie mit einer Woche mit der Möglichkeit der Verlängerung. Ich bitte um einen guten Preis.  Angebot senden Sie bitte an E-Mail,0
"Sehr geehrte Damen und Herren,    ich suche eine schöne Wohnung für meine drei Mitarbeiter, und Ihre Unterkunft hat unser Interesse geweckt. Wir planen einen längeren Aufenthalt, möglicherweise bis September. Ist die Wohnung ab dem 02.06. (Sonntag) verfügbar?    Könnten Sie uns bitte den Preis für drei Personen mitteilen?    Mit freundlichen Grüßen.    BK Instalacije d.o.o.",0
"Sehr geehrte Damen und Herren,    ich würde gern Ihre Unterkunft für 3 Personen in Barsinghausen im oben genannten Zeitraum anfragen.    Viele Grüße,    A. Beinhölzl von der Firma Juno Solar",0
"Guten Tag.    Ich bitte um Informationen zur Unterkunft im angegebenen Zeitraum. 1 Persone, Zahlung immer 2 Wochen.    Ich bleibe in Hamburg cirka 12 Wochen.    Danke.    Mit freündliche grüssen Pavel Papala.    +421 949 801 333",0
Halo.wir habe gesprochen 2 Wohnung 5persom und 4 person jede 100euro.pro Nacht bitte zurück Info,0
2 Personen und ein Hund,0
"Sehr geehrte Damen und Herren,    ich würde gern Ihre Unterkunft für 3 Personen im oben genannten Zeitraum anfragen.    Viele Grüße,    A. Beinhölzl von der Firma Juno Solar",0
"Sehr geehrte Damen und Herren,  sind auf der Suche nach einer Unterkunft für unsere Tochter (18). Würden uns über ein Angebot freuen.    Mit freundlichen Grüßen  Sandra Baur",0
"Hallo,  Ich benötige eine Unterkunft für 3 Mitarbeiter vom 03.06.-08.06.24 mit der Option auf Verlängerung. Haben Sie etwas frei.  Gerne können Sie mich zurückrufen.  0531 70717410  Vielen Dank.  Mit freundlichen Grüßen  Sandra Schulz  W. Fenkner GmbH  Heinz-Scheer-Str. 1  38126 Braunschweig",0
"Sehr geehrte Damen und Herren, wir haben für unsere Werkstatt in 21217 Seevetal OT Meckelfeld, Zürnweg 1 einen neuen Meister eingestellt.  Herr Raatz kommt von außerhalb und kann nicht ständig pendeln, daher möchten wir ihm eine Unterkunft stellen. Was würde bei Ihnen ein Einzelzimmer kosten das unbefristet dauerhaft 30 /31 Tage bewohnt werden würde ? Damit Sie wissen wer wir sind. STRABAG BMTI GmbH & Co. KG, Zürnweg 1 und Rehmendamm 18a in 21217 Seevetal. Ich bin der Stv. Technischer Leiter. Vielen Dank im Voraus für eine Rückmeldung.",0
"Sehr geehrte Damen und Herren,     ist die Wohunung noch frei?    Ich wurde gerne die Wohnung für 3 Personen ab heute oder morgen bis 21.6.2024 reservieren.    Ich bin telefonisch auf 0038991954226 oder per e-mail antonija.fic@gmail.com erreichbar.     Vielen Dank!    LG,  Antonija",0
"Sehr geehrte Damen und Herren,  ich bin auf der Suche nach Unterkünften für bis zu 6 Personen.  Einmal vom 18.07.-04.08. und vom 12.08.-19.08.2024.  Es wäre schön wenn jeder sein eigenes Schlafzimmer hätte.  Bei Fragen können Sie mich auch jederzeit telefonisch kontaktieren.  Vielen Dank im Voraus.  Mit freundlichen Grüßen  Thomas Güthe",0
"Hallo,   ich suche eine Unterkunft für meine Kollegen in der Nähe von Wiesbaden.  Könnten Sie mir bitte mitteilen, ob Sie freie Kapazitäten haben?  Herzlichen Dank im Vorau,   Pavla",0
"Sehr geehrte Damen und Herren,    wir suchen eine Unterkunft für 2 Personen in der Nähe von 63762 Großostheim vom 02.06. bis 14.06. mit Option auf Verlängerung.  Die folgenden Konditionen müssen erfüllt sein:  - Wohnung mit Küche,  - getrennte Betten (keine Schlafcouch/Etagenbetten/Betten im gleichen Raum wie die Küche),  - Wlan,  - Parkplatz,  - Waschmaschine.    Die Zahlung erfolgt wöchentlich per Überweisung.    Wenn Sie noch freie Kapazitäten haben, bitten wir um ein schriftliches unverbindliches Angebot.    Mit freundlichen Grüßen,    Katarina Pongracic    TOTAL MONT d.o.o.  Marka Tepesa 8  HR-49218 Pregrada    T: +386 40 339 537  E: katarina.pongracic@total-mont.si",0
"GutenTag,  wir suchen vom 1. bis 2. Juni eine Übernachtung in einem Doppelzimmer.  Mit freundlichen Grüßen   Karin Nuß",0
"Hallo liebe Vermieter,  Suche auf die schnelle eine zeitlich begrenzte Unterkunft. Bitte um baldige Rückmeldung.   Lg. Sascha Steidtmann",0
"Guten Tag wir haben interresant um Miete Unterkunft fur 1 Personen/1x Einzelzimmer. Termin 31.5.2024 - 9.6.2024. Es sind Mitarbeiter unsere Firme Mass Service Slowakei. Bitte haben Sie frei Unterkunft?   Danke sehr,  Petra Schweier",0
"Sehr geehrter Herr Steinmann,  wir bedienen eine Baustelle in Bayreuth und sind auf der Suche nach einer Unterkunft für unsere 3 Monteure  	vom 05. - 07.06. sowie vom 10. - 14.06.2024  	Berücksichtigung sollten bitte jeweils Einzelbetten + Küchenbenutzung zur Selbstversorgung finden  	Kosten max. 35,00 € /Person/Nacht  	Entfernung zur Baustelle max. 25 km (Isoldenstraße)  Ich freue mich über ein Angebot und verbleibe  mit freundlichen Grüßen    Kerstin Tiedtke  Sekretariat  San-Tech Gebäudemanagement GmbH  Tuchmachergasse 1  04668 Grimma  Tel.: 03437-9483-0  Fax: 03437-9483-20  Internet: www.san-techgmbh.de   Mail: empfang@san-techgmbh.de",0
"Wir suchen für einen Monteur von uns in der Nähe von Glückstadt eine Pension.  Einzelzimmer. wir brauchen diese vom 03.06. - 06.06. und 10.06. - 13.06.. Unser Monteur arbeitet montags bis donnerstags.    Haben Sie ein Einzelzimmer frei? Wenn ja, wie hoch sind die Kosten?    Mit freundlichen Grüßen    Jasmina Hermann",0
Bitte Um Angebot,0
"Sehr geehrte Damen und Herren,  wir bedienen eine Baustelle in Bayreuth und sind auf der Suche nach einer Unterkunft für unsere 3 Monteure  	vom 05. - 07.06. sowie vom 10. - 14.06.2024  	Berücksichtigung sollten bitte jeweils Einzelbetten + Küchenbenutzung zur Selbstversorgung finden  	Kosten max. 35,00 € /Person/Nacht  	Entfernung zur Baustelle max. 25 km (Isoldenstraße)  Ich freue mich über ein Angebot und verbleibe  mit freundlichen Grüßen    Kerstin Tiedtke  Sekretariat  San-Tech Gebäudemanagement GmbH  Tuchmachergasse 1  04668 Grimma  Tel.: 03437-9483-0  Fax: 03437-9483-20  Internet: www.san-techgmbh.de   Mail: empfang@san-techgmbh.de",0
"Hallo,  können Sie mir für den Zeitraum eine Übernachtung für unsere Monteure anbieten?  Ab 10.06.2024 benötigen wir bis September für 4 Monteure Übernachtungsmöglichkeiten.",0
"Sehr geehrte Frau Bachmann,  wir bedienen eine Baustelle in Bayreuth und sind auf der Suche nach einer Unterkunft für unsere 3 Monteure  	vom 05. - 07.06. sowie vom 10. - 14.06.2024  	Berücksichtigung sollten bitte jeweils Einzelbetten + Küchenbenutzung zur Selbstversorgung finden  	Kosten max. 35,00 € /Person/Nacht  	Entfernung zur Baustelle max. 25 km (Isoldenstraße)  Ich freue mich über ein Angebot und verbleibe  mit freundlichen Grüßen    Kerstin Tiedtke  Sekretariat  San-Tech Gebäudemanagement GmbH  Tuchmachergasse 1  04668 Grimma  Tel.: 03437-9483-0  Fax: 03437-9483-20  Internet: www.san-techgmbh.de   Mail: empfang@san-techgmbh.de",0
Hallo guten Tag brauche ich diese Tage von die zwei Leute die ich arbeite hier Kronau von Wohnung wo schlafen machen,0
"Guten Tag,  Ich suche für den 5.6. Bis 7.6.2024 eine Übernachtung,  bitte teilen Sie mir die Konditionen mit.   Mit freundlichen Grüßen   D.HÖHNE",0
"Sehr geehrte Damen und Herren,     ist die Wohunung noch frei?    Ich wurde gerne die Wohnung für 3 Personen ab heute oder morgen bis 21.6.2024 reservieren.    Ich bin telefonisch auf 00385991954226 oder per e-mail antonija.fic@gmail.com erreichbar.     Vielen Dank!    LG,  Antonija",0
"Sehr geehrter Herr Malzer,  wir bedienen eine Baustelle in Bayreuth und sind auf der Suche nach einer Unterkunft für unsere 3 Monteure  	vom 05. - 07.06. sowie vom 10. - 14.06.2024  	Berücksichtigung sollten bitte jeweils Einzelbetten + Küchenbenutzung zur Selbstversorgung finden  	Kosten max. 35,00 € /Person/Nacht  	Entfernung zur Baustelle max. 25 km (Isoldenstraße)  Ich freue mich über ein Angebot und verbleibe  mit freundlichen Grüßen    Kerstin Tiedtke  Sekretariat  San-Tech Gebäudemanagement GmbH  Tuchmachergasse 1  04668 Grimma  Tel.: 03437-9483-0  Fax: 03437-9483-20  Internet: www.san-techgmbh.de   Mail: empfang@san-techgmbh.de",0
"Sehr geehrte Damen und Herren, ich habe im Internet die Wohnungen in Roppen zum vermieten gesehen und wollte fragen, ob sie noch eine Wohnung mit 3 Schlafzimmern für den Sommer zu vermieten haben. Zusätzlich die Frage, ob Hunde erlaubt sind.    Ich würde mich sehr über eine Rückmeldung mit einer Preisvorstellung freuen.   Mit freundlichen Grüßen   Zita Inden",0
"Hallo.  Mein Name ist Adam.  Meine Freunde und ich müssen vom 1. bis 8. Juni 2024 eine Wohnung für drei Personen mieten. Wir arbeiten für PowerCo, unser Vertrag wurde um eine Woche verlängert.  Bitte teilen Sie mir mit, ob eine Anmietung zu den angegebenen Terminen möglich ist.  Grüße",0
"Sehr geehrte Frau Mentz,  wir bedienen eine Baustelle in Bayreuth und sind auf der Suche nach einer Unterkunft für unsere 3 Monteure  	vom 05. - 07.06. sowie vom 10. - 14.06.2024  	Berücksichtigung sollten bitte jeweils Einzelbetten + Küchenbenutzung zur Selbstversorgung finden  	Kosten max. 35,00 € /Person/Nacht  	Entfernung zur Baustelle max. 25 km (Isoldenstraße)  Ich freue mich über ein Angebot und verbleibe  mit freundlichen Grüßen    Kerstin Tiedtke  Sekretariat  San-Tech Gebäudemanagement GmbH  Tuchmachergasse 1  04668 Grimma  Tel.: 03437-9483-0  Fax: 03437-9483-20  Internet: www.san-techgmbh.de   Mail: empfang@san-techgmbh.de",0
"Hallo,    Ich suche ein Apartment für Juli und August.  Würde mich sehr über Ihre Nachricht freuen ob sie was frei haben.    Liebe Grüße     Nicole",0
"Sehr geehrter Herr Werwein,  wir bedienen eine Baustelle in Bayreuth und sind auf der Suche nach einer Unterkunft für unsere 3 Monteure  	vom 05. - 07.06. sowie vom 10. - 14.06.2024  	Berücksichtigung sollten bitte jeweils Einzelbetten + Küchenbenutzung zur Selbstversorgung finden  	Kosten max. 35,00 € /Person/Nacht  	Entfernung zur Baustelle max. 25 km (Isoldenstraße)  Ich freue mich über ein Angebot und verbleibe  mit freundlichen Grüßen    Kerstin Tiedtke  Sekretariat  San-Tech Gebäudemanagement GmbH  Tuchmachergasse 1  04668 Grimma  Tel.: 03437-9483-0  Fax: 03437-9483-20  Internet: www.san-techgmbh.de   Mail: empfang@san-techgmbh.de",0
"Hallo,  wir, 2 Personen benötigen ein DZ in der Zeit vom 13.-15.09.24. Ich bin Keramikausstellerin zum Bergfest Pobershau. Bitte benachrichtigen Sie mich ob es klappen würde. Wir bringen unseren kleinen Hund(Bolanka Zwetna) mit, der nicht haarend ist. (Allergigerhund)  Im Voraus herzlichen Dank!    Familie Luck",0
"Guten Tag,  Wir benötigen bitte ein Doppelzimmer vom 05.06. - 09.06.2024 . Haben Sie noch Kapazitäten frei? Können Sie mir bitte den Endpreis nennen.    Beste Grüße   Manuela Manneck",0
Guten tag     Wir suchen dringend Unterkunft für  3 Mitarbeiter    Haben sie Kapazitäten mit Einzelbetten    Haben sie da Kapazitäten ??    Haben sie da was frei ?,0
"Wunderschönen Guten Tag,   ich habe folgende Anfrage an sie, ich bräuchte innerhalb der unmittelbaren nähe von Bad Bramstedt im laufe der nächsten anderthalb monate eine Unterkunft für 3-4 Wochen da ich mich vor Ort auf die Suche von  Wohnungs-/Arbeits- und Weiterbildungsmöglichkeiten begeben werde und dies von meinem jetzigen Standort schwer zu bewerkstelligen ist. Ich frage speziell bei Ihnen an da das Preisleistungsverhältnisses Ihrer Unterkunft dem von naheliegenden Hotels bei weitem übertrifft und um ehrlich zu sein würde ein Hotelzimmer in ihrer Nähe für solch großen Zeitraum eine ziemliche finanzielle Belastung darstellen.    Ich würde bei Ihnen des öfteren Besuch empfangen, aber dabei handelt es lediglich um ein und die selbe Person mit der ich die oben genannten Tätigkeiten bearbeiten würde und um Universtätsbewerbung zu erstellen, somit wären all diese Besuche von äußerst ruhiger Natur.  Desweiteren würd ich selbstverständlich alle Räumlichkeiten letztendlich so hinterlassen wie ich sie aufgefunden habe und mit Vorkasse für den gesamten Zeitraum zahlen.    Vielen Dank  M.Bührig",0
"Sehr geehrter Herr Logisch,   soeben habe ich eines Ihrer Apartments in der Nähe von Leipzig gefunden und möchte gerne wie oben den Zeitraum angegeben, das Apartement in der Zwenkauer Str. 100 in Markranstädt (Leipzig) buchen. Bitte kontaktieren Sie mich, ob in dem Monat August 2024 eine Buchung möglich ist. Auch über den Zeitraum hinaus  möchte ich gerne ein Doppelzimmer anmieten. Für einen guten Preis würde ich mich natürlich sehr freuen.   Ich freue mich auf Ihre Rückantwort.   Bis dahin viele Grüße von   Jeanette Männel",0
"Hallo.  Mein Name ist Adam.  Zusammen mit meinen Freunden muss ich vom 1. bis 8. Juni 2024 eine Wohnung für drei Personen und vom 2. Juni bis 15. Juni 2024 für 4 Personen mieten.  Bitte teilen Sie mir mit, ob eine Anmietung zu den angegebenen Terminen möglich ist.  Grüße",0
"Guten Tag, haben sie 1x eine ganze Unterkunft und 2x Doppelzimmer? Vom 14.9.-15.9, also 1 Übernachtung",0
"Guten Tag,  bitte um Angebot, da ich meine Vater auf die Uniklinik pflegen möchte.  Danke  Gruß  Raffaele Monaco",0
"Guten Tag,   ich benötige kurzfristig vom   So. 02.06. bis Mi. 05.06.2024 (3 Nächte)   für 4 Monteure eine Übernachtung für ein Projekt in 50679 Köln  (bitte nur Einzel-, Doppelzimmer oder ganze Wohnungen mit Kochmöglichkeit)  Ideal wären 2 EZ und 1 DZ. (wegen Schnarcher)     Hätten Sie freie Kapazitäten?     Mit freundlichen Grüßen    Herr Marian Czekay  (Geschäftsführer)    LIOPTER UG (haftungsbeschränkt)  Hauptstraße 62  in 09638 Lichtenberg/Erzgebirge   Tel.: +49 37323 / 439 856      Mail: m.czekay@liopter.de  Web: www.liopter.de",0
"Hallo ,    Ist die Wohnung frei? Wir brauchen Sie für 3 Personen am anfang, und dann eine Person... auf 1 Monat, aber vielleicht auch länger (bis 5 Monate)    Schöne Grüße,   Kristina Karlovic",0
"Sehr geehrter Herr Philippeit,    mein Name ist Ralf Netzer.  Geboren bin ich in Ravensburg und habe dort bis 2017 gelebt. Ich bin momentan in Scheidegg zu Hause. Seit dem Jahr 2003 bin ich als selbstständiger Unternehmer tätig. Mein Unternehmen besteht aus 16 Mitarbeitern.  Für einen neuen Mitarbeiter und seine Frau, die bis jetzt in Hanau wohnhaft gewesen waren, suche ich zeitweise eine Wohnung, damit dieses Paar hier Fuss fassen kann.  Gerne erwarte ich Ihre Antwort.    Mit freundlichen Grüßen  Ralf Netzer",0
"Guten Tag,  Wir suchen eine Unterkunft für unsere vier Mitarbeiter in der Nähe von 83843 Bischofswiesen vom 2.6. bis 22.6. mit Verlängerungsmöglichkeit. Wir zahlen die Unterkunft wöchentlich voraus.   Es sollte ein Apartment oder ein Ferienhaus sein, mit eigenem WC, eigenem Bad/Dusche, Waschmaschine, eigener Küche/Kochmöglichkeit, PKW Parkplatz.",0
"Sehr geehrter Frau Gommer,    mein Name ist Ralf Netzer.  Geboren bin ich in Ravensburg und habe dort bis 2017 gelebt. Ich bin momentan in Scheidegg zu Hause. Seit dem Jahr 2003 bin ich als selbstständiger Unternehmer tätig. Mein Unternehmen besteht aus 16 Mitarbeitern.  Für einen neuen Mitarbeiter und seine Frau, die bis jetzt in Hanau wohnhaft gewesen waren, suche ich zeitweise eine Wohnung, damit dieses Paar hier Fuss fassen kann.  Gerne erwarte ich Ihre Antwort.    Mit freundlichen Grüßen  Ralf Netzer",0
"Sehr geehrte Damen und Herren,    ich bin auf der Suche nach einem Einzelzimmer vom 02.6-21.06.2024.  Ich bin in Wedel als Monteur im Einsatz, hätten Sie da noch etwas frei? Wenn ja was würde es für diesen Zeitraum kosten?    Vielen Dank vorab.  Mit freundlichen Grüßen  Isaak",0
"Sehr geehrter Frau Müller,    mein Name ist Ralf Netzer.  Geboren bin ich in Ravensburg und habe dort bis 2017 gelebt. Ich bin momentan in Scheidegg zu Hause. Seit dem Jahr 2003 bin ich als selbstständiger Unternehmer tätig. Mein Unternehmen besteht aus 16 Mitarbeitern.  Für einen neuen Mitarbeiter und seine Frau, die bis jetzt in Hanau wohnhaft gewesen waren, suche ich zeitweise eine Wohnung, damit dieses Paar hier Fuss fassen kann.  Gerne erwarte ich Ihre Antwort.    Mit freundlichen Grüßen  Ralf Netzer",0
"Sehr geehrter Herr Hanser,    mein Name ist Ralf Netzer.  Geboren bin ich in Ravensburg und habe dort bis 2017 gelebt. Ich bin momentan in Scheidegg zu Hause. Seit dem Jahr 2003 bin ich als selbstständiger Unternehmer tätig. Mein Unternehmen besteht aus 16 Mitarbeitern.  Für einen neuen Mitarbeiter und seine Frau, die bis jetzt in Hanau wohnhaft gewesen waren, suche ich zeitweise eine Wohnung, damit dieses Paar hier Fuss fassen kann.  Gerne erwarte ich Ihre Antwort.    Mit freundlichen Grüßen  Ralf Netzer",0
"Sehr geehrter Herr Reich,    mein Name ist Ralf Netzer.  Geboren bin ich in Ravensburg und habe dort bis 2017 gelebt. Ich bin momentan in Scheidegg zu Hause. Seit dem Jahr 2003 bin ich als selbstständiger Unternehmer tätig. Mein Unternehmen besteht aus 16 Mitarbeitern.  Für einen neuen Mitarbeiter und seine Frau, die bis jetzt in Hanau wohnhaft gewesen waren, suche ich zeitweise eine Wohnung, damit dieses Paar hier Fuss fassen kann.  Gerne erwarte ich Ihre Antwort.    Mit freundlichen Grüßen  Ralf Netzer",0
Guten Tag  wir brauchen für 3 Person Unterkunft wom 17.06 bis 27.06 .24,0
"Hallo,  ich würde mich über ein entsprechendes Angebot freuen.     Viele Grüße,  Alexander Knull",0
Pls confirm,0
"Sehr geehrte Damen und Herren,    ich bin auf der Suche nach Unterkünften über Monteurzimmer.de auf Sie aufmerksam geworden. Kurzfristig suche ich für den Zeitraum 03.06.2024 - 20.12.2024 ein Einzelzimmer.    Freundliche Grüße    Michael Hoffmann  misuho@web.de",0
potrzebuję pokoju na 2 osoby  z 03.06 - 10.06. Proszę podać cenę za jedną dobę na 1 osobę    Ich brauche vom 03.06. bis 10.06. ein Zimmer für 3 Personen. Bitte geben Sie den Preis für eine Nacht pro Person an,0
"Hallo,  wir suchen in Zwickau und nördlicher Umgebung nach Unterkünften für unsere Mitarbeiter. Es handelt sich hierbei um 10 Personen. Es ist eine längere Anmietung ab Mitte Juni geplant. Dies ist eine Vorabanfrage zur Prüfung der möglichen Kosten und Kapazitäten, wir sind gerade in der Planung und können noch kein genaues Anreisedatum nennen.   Folgende Voraussetzungen müssen gegeben sein:   - Zimmer, Wohnungen, Häuser   - Max. Doppelzimmer mit Einzelbetten  - keine Durchgangszimmer  - Küche/Bad  - WLAN  - Waschmaschine  - Reinigung optional (wenn möglich nach Absprache)  Wir freuen uns, wenn Sie uns ein Angebot unterbreiten können (Preis pro Bett/Nacht) und uns mitteilen, ob dies für Sie in Frage kommt. Vielen Dank.     Mit freundlichen Grüßen   Theresia Christin Lucke   Randstad Deutschland GmbH",0
"Sehr geehrte Damen und Herren,     wir sind vom 08.06.2024 - 09.06.2024 in Köln zum Champions League Final Handball. Für 2 Erwachsene und 2 Kinder 9 und 15 Jahre alt.  Daher sind wir auf der Suche nach einer Unterkunft für uns. Haben Sie in dem Zeitraum noch eine Wohnung oder 2 Doppelzimmer zur Verfügung?     Über eine Antwort freuen wir uns sehr und verbleiben mit  freundlichen Grüßen  -Familie Koop",0
"Sehr geehrte Frau Jakob,    wir bedanken uns für das nette Gespräch mit Ihnen am Telefon am 28.05.2024. Gern würden wir diese Unterkunft vom 12.08.2024 bis zum 07.12.2024 durchgängig für 4 unserer Kollegen anmieten. Bitte unterbreiten Sie uns Ihr Angebot an   Von Ardenne GmbH; Am Hahnweg 8; 01328 Dresden, z. Hd. Herrn Peter Klein oder per e-mail. In Kürze senden wir eine weitere Anfrage für eine andere Gruppe unserer Monteure.    Mit freundlichen Grüßen  Peter Klein",0
Guten Tag.  Da ich nach Rötha oder Böhle umziehen werde möchte ich für die Suche eines Appartements ein Zimmer für 3 oder 4 Tage buchen,0
"Hallo,    wir möchten gerne bei Ihnen einen Unterkunft für 4 Personen ab dem Motag, den 03.06.2024 (Ankunft gegen Abend) bis zum Mittwoch, den 19.06.2024 bestellen.    Unterkunft wurde von unserem Geschäftspartner - Firma Menzel & Lorenz GbR - Elektrofachbetrieb aus Leuna - empfohlen.    Für die Vorauszahlung bitte uns eine Anzahlungsrechnung per E-Mail zusenden:  Fin&EKON, s.r.o.  Slovenská 619/34  053 21  Markušovce  Slowakei    Id-Nummer: 52084591  Steuer- Nummer: 2120883677    Dankeschön für Ihre Mühe im Voraus      Grüsse      M. Ferenčáková  Geschäftsführer",0
"Hallo,  Ist in diesem Zeitraum noch ein Einzelzimmer für drei Nächte frei?   Mit freundlichen Grüßen   Nils Halfmann",0
"Guten Tag,   Wir suchen in Hattersheim ab Sonntag Zimmer/Wohnung für 2-3 Personen.  Hätten Sie noch etwas frei?",0
Ich benötige 2 Übernachten,0
"Hallo, ist ein Doppelzimmer verfügbar? Ich benötige eine Unterkunft für 5 Wochen, mit der Möglichkeit einer Verlängerung",0
Das Zimmer wer für meine Freund er ist Bauarbeiter,0
"Sehr geehrte Damen und Herren,  ich brauche Übernachtung dauert ein Monat von 31.05 spätestens 1.06.2024 bis 30.06.2024 in der Nähe Gerlingen.  Bin ich sehr dankbar für die Antwort.  Mit freundlichen Grüßen",0
"Guten Tag,    aufgrund eines Solarbauprojekts in Beilrode suchen wir eine Unterkunft für unseren Bauleiter, gern mit Option auf Verlängerung.    Wir suchen nach einer abgeschlossenen Wohneinheit mit vollausgestatteter Küche, Bad, W-Lan, TV, Waschmaschine und Parkplatz.    Hätten Sie Kapazitäten?    Vielen Dank im Voraus.        Mit besten Grüßen      Victoria Kornfeld",0
"Wir benötigen für den o.g. Zeitraum für unsere Mitarbeiter in 10249 Berlin eine Unterkunft mit Einzelbetten und Kochgelegenheit, sowie mit Parkplatz. Des Weiteren ist vom 17.06.-21.06.2024 bei Ihnen dann auch noch etwas frei für 4 Mitarbeiter ? Wir werden danach für 3-4 Monate die Unterkunft benötigen, da wir in der Nähe an einem Bauvorhaben beteiligt sind.   Bitte nur Einzelbetten.",0
"Sehr geehrter Herr Erik Walther,     ich werde ab dem 17.06.2024 zum Flughafen Leipzig/Halle abgeordnet und bräuchte ab diesem Zeitpunkt eine Unterkunft, da ich aus Schleswig-Holstein komme. Meine Frage: Ist bei ihnen noch ein Zimmer frei und dürfte mein Diensthund (in Pension) auch mit kommen.   Ich würde mich sehr freuen, wenn Sie mir eine Antwort zukommen lassen würden.     Mit freundlichen Grüßen    Daniela Gruber",0
"Sehr geehrte Damen und Herren,  ich brauche Übernachtung dauert mindestens 14  Tage in der Nähe Gerlingen.  Bin ich sehr dankbar für die Antwort.  Mit freundlichen Grüßen",0
"Sehr geehrte Frau Frauendorf,     ich werde ab dem 17.06.2024 zum Flughafen Leipzig/Halle abgeordnet und bräuchte ab diesem Zeitpunkt eine Unterkunft, da ich aus Schleswig-Holstein komme. Meine Frage: Ist bei ihnen noch ein Zimmer frei und dürfte mein Diensthund (in Pension) auch mit kommen.   Ich würde mich sehr freuen, wenn Sie mir eine Antwort zukommen lassen würden.     Mit freundlichen Grüßen    Daniela Gruber",0
